0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
تحلیل سیستم,طراحی پایگاه داده,Bizagi,Visual Paradigm,BPMN2,Prototype,,,,,,,,,
PHP,Laravel,lumen,Object Oriented,MVC,,,,,,,,,,
Nodejs,RestFul API,MySQL,MongoDB,,,,,,,,,,,
#C,ASP.NET MVC, OOP,SOLID,RESTfull,WebAPI,,,,,,,,,
React-Native,Javascript,JSX,ES6,ES5,React,Redux,Android,IOS,gitflow,Gitlab,TDD,,,
,,,,,,,,,,,,,,
C#,Sql Server,,,,,,,,,,,,,
تحلیلگر سیستم,مستندسازی,,,,,,,,,,,,,
Python,Docker,Linux,,,,,,,,,,,,
مدیریت فنی,Sql Server, OOP,,,,,,,,,,,,
PHP,API,MySQL,REST API,Wordpress,,,,,,,,,,
مدیریت محصول,تحلیل بازار,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 Front-end,HTML,CSS,Bootstrap,Angular,,,,,,,,,,
Back-end, Git,Version Control, OOP,PHP,,,,,,,,,,
HTML,jQuery,MySQL,PHP,MVC,,,,,,,,,,
Android,ASP.NET,frontend,backend,,,,,,,,,,,
#C,ASP.NET, SQL,Design Pattern, OOP,Elasticsearch,,,,,,,,,
.NET,C#,ASP.NET MVC,MVC,Asp.net WebForm,,,,,,,,,,
Wordpress,Javascript,Responsive,,,,,,,,,,,,
C++, SQL,,,,,,,,,,,,,
PHP,MySQL,HTML5,CSS3,Symfony,,,,,,,,,,
CSS3,HTML5,jQuery,Bootstrap,Less, SASS,,,,,,,,,
Wordpress,MySQL,HTML5,CSS3,,,,,,,,,,,
UI/UX,طراحی وب,طراحی,CSS3,HTML5,jQuery,JS,Photoshop,Bootstrap,,,,,,
Golang,RestFul API,Object Oriented,MongoDB,,,,,,,,,,,
PHP, Git,jQuery,MySQL,Bootstrap,AngularJS,,,,,,,,,
ASP.NET MVC,MVC,Javascript, Git,.NET Framework ,Web API,,,,,,,,,
Node.js,Javascript,express.js,,,,,,,,,,,,
 Front-end,HTML,CSS,Wordpress,,,,,,,,,,,
 Front-end,JS,CSS,HTML,,,,,,,,,,,
Design Pattern,git,Back-end,,,,,,,,,,,,
C++,real time,,,,,,,,,,,,,
Wordpress,PHP,Bootstrap,jQuery,CSS,HTML,,,,,,,,,
UI,CSS3,HTML5,SASS,Responsive Web Design,Bootstrap 4,jQuery,,,,,,,,
Java, Android Development, Git,MVC,,,,,,,,,,,
Python,Django,MySQL,PostgreSQL,Redis,,,,,,,,,,
,,,,,,,,,,,,,,
طراحی سایت,وردپرس,HTML,CSS,PHP,,,,,,,,,,
مدیریت پروژه,agile, Scrum,کنترل پروژه,,,,,,,,,,,
PHP,Laravel,MySQL, OOP,,,,,,,,,,,
NoSQL,پایگاه داده,SQL,,,,,,,,,,,,
Sql Server,bi,Crystal Report,,,,,,,,,,,,
AngularJS,RestFul API,HTML,CSS, AJAX,Javascript,,,,,,,,,
Back-end,git,Maven,Hibernate,core java,,,,,,,,,,
Wordpress,بهینه سازی سایت,طراحی سایت,,,,,,,,,,,,
ASP.NET Core,Angular,ASP.NET MVC,#C,,,,,,,,,,,
PHP,Laravel,MVC,MySQL,JS,jQuery,,,,,,,,,
Front-end,AngularJS,HTML,CSS,Javascript,Bootstrap,,,,,,,,,
Django,Back-end, SQL,RestFul API, Git,Github,,,,,,,,,
IOS,Swift,,,,,,,,,,,,,
Javascript,Node.js, SQL,React,CSS,HTML,,,,,,,,,
,,,,,,,,,,,,,,
 Front-end,React,ReactJS,Redux,Responsive,SCSS,jQuery,,,,,,,,
تحلیل نرم افزار, Scrum,agile,مستندسازی,,,,,,,,,,,
Back-end,C#,MSSQL Server,ASP.NET,ASP .NET,MS SQL Server,,,,,,,,,
MVC,client,Angular,,,,,,,,,,,,
Android,Android Studio,C#.Net,asp,Laravel,Java,,,,,,,,,
DevOps,Linux,,,,,,,,,,,,,
jQuery,CSS,HTML5,Bootstrap,Javascript,,,,,,,,,,
CSS,HTML,ReactJS, Git,,,,,,,,,,,
Nodejs,Javascript,Frameworks, HTML5,CSS3,,,,,,,,,,
Swift,IOS,X-code,REST API,,,,,,,,,,,
React,react native,Redux,RestFul API,,,,,,,,,,,
RubyOnRails, SQL,NoSQL,Ruby Gems,,,,,,,,,,,
 OOP,Java,Kotlin,MVP,MVVM,RestFul API,,,,,,,,,
تست نرم افزار,Java,Web Services,Software Testing,,,,,,,,,,,
 Front-end,ux,UI,HTML5,CSS3,jQuery,Javascript,,,,,,,,
,,,,,,,,,,,,,,
 Front-end,Javascript,CSS,HTML,REST,React,Responsive,,,,,,,,
React,Python,Java,HTML,CSS,Javascript,Android,,,,,,,,
PHP,MySQL,Laravel,Symfony,,,,,,,,,,,
PHP, SQL,HTML,Google Analytics ,google webmaster,,,,,,,,,,
Javascript,Web Applications,Node.js,MongoDB,Docker, Git,,,,,,,,,
Android,Kotlin,Java,REST API,,,,,,,,,,,
ASP.NET,jQuery,Javascript,C#, OOP,,,,,,,,,,
,,,,,,,,,,,,,,
HTML5,CSS3,jQuery,Javascript,Bootstrap, Front-end,,,,,,,,,
DevOps,Monitoring,Docker,agile,,,,,,,,,,,
تست نرم افزار,QA,Test Case,test plan, Scrum,agile,,,,,,,,,
HTML, Front-end, SASS,Github,CSS,,,,,,,,,,
Full-stack,ASP.NET Core, C#,Angular,react native,,,,,,,,,,
++C,Cryptography,#C,Java,.NET Core,Blockchain,,,,,,,,,
DevOps,Docker,Java, Git,Nginx,,,,,,,,,,
استقرار نرم افزار,,,,,,,,,,,,,,
 Front-end,HTML,CSS,Javascript,,,,,,,,,,,
 Front-end,Angular,HTML5,Javascript, Git,,,,,,,,,,
کارآموزی,PHP,,,,,,,,,,,,,
 Front-end,Javascript,webpack,CSS3,HTML5,,,,,,,,,,
.NET,HTML,CSS, OOP,jQuery,Javascript,,,,,,,,,
Python,Django, SQL,Postgress, Git,,,,,,,,,,
Android,Android SDK,RESTful, JSON,APIs,,,,,,,,,,
react native,CSS,Bootstrap,jQuery,Android,,,,,,,,,,
استقرار نرم افزار,پشتیبانی نرم افزار,icdl,,,,,,,,,,,,
کارآموزی,تست نرم‌افزار,,,,,,,,,,,,,
Android, Android Development,Android Studio,Gradle,Java,Design Patterns,,,,,,,,,
Go,Python, Scrum,,,,,,,,,,,,
C#,ASP.NET,Javascript,HTML,CSS,,,,,,,,,,
Front-end Development, WordPress,Joomla,OpenCart,Drupal,whmcs,CSS,HTML,cross platform ,Javascript,AngularJS,EmberJS,BackboneJs,Twitter Bootstrap,
jQuery,Javascript,Bootstrap,CSS3,HTML5,React,,,,,,,,,
 Front-end,HTML,CSS,jQuery,JS,Bootstrap,,,,,,,,,
,,,,,,,,,,,,,,
Wordpress,woocomerce,plugin,,,,,,,,,,,,
UI  UX,Zeplin,CSS,HTML5,,,,,,,,,,,
مستندسازی,طراحی نرم افزار,پایگاه داده,,,,,,,,,,,,
Back-end,MongoDB,RabbitMQ,DevOps,Python,,,,,,,,,,
Data science,Python,MATLAB,,,,,,,,,,,,
تست نرم افزار,Unit Tests,Integration Testing,Unit Testing,,,,,,,,,,,
angular5,CSS3,HTML5,,,,,,,,,,,,
Java,Full-stack,HTML5,CSS3,jQuery,,,,,,,,,,
طراحی سایت,HTML5,CSS3,jQuery,Javascript,,,,,,,,,,
Python,Django,Postgress,,,,,,,,,,,,
پایتون,Python,Linux,,,,,,,,,,,,
 Front-end,Javascript,CSS,HTML,,,,,,,,,,,
Windows application, SQL,,,,,,,,,,,,,
Android,Java,Android Studio,,,,,,,,,,,,
,,,,,,,,,,,,,,
HTML,CSS,PHP,Laravel,,,,,,,,,,,
Android,MVVM,RestFul API,Kotlin, OOP,,,,,,,,,,
 Front-end,Javascript,CSS3,HTML5,Bootstrap, SASS,Less,,,,,,,,
PHP, OOP, Git,MVC,,,,,,,,,,,
source control,Design Patterns,.NET Framework ,CSS,Javascript,jQuery,Microsoft SQL Server ,ASP.NET,ASP.NET MVC,T-SQL,C#,,,,
.NET,Sql Server,,,,,,,,,,,,,
Node.js,Javascript,Redis,REST,,,,,,,,,,,
Back-end,Javascript,RestFul API,Node.js,,,,,,,,,,,
PWA , SQL, jQuery,MVC,HTML5,,,,,,,,,,
Android,Java,glide,,,,,,,,,,,,
Java,jms,Spring Batch,,,,,,,,,,,,
jQuery,Javascript,CSS,HTML,Angular,,,,,,,,,,
 SEO,تولید محتوا,شبکه های اجتماعی,Google Search Console,SEO On Page,SEO Off Page,,,,,,,,,
پشتیبانی سایت,Wordpress,CSS,HTML,Javascript,,,,,,,,,,
UI,HTML5,CSS3,Javascript,jQuery,,,,,,,,,,
,,,,,,,,,,,,,,
Back-end,ASP.NET,C#,Entity Framework, SQL,,,,,,,,,,
React, Git,Javascript,Redux,HTML5,RestFul API,,,,,,,,,
مدیریت فنی,TFS, Git,MVC,ASP.NET,React,REST,,,,,,,,
.NET,C#,Sql Server,ASP.NET,MVC, OOP,,,,,,,,,
react native,Javascript,ES6, Git,Redux,,,,,,,,,,
مدیریت فنی,MVC,ASP.NET,React,,,,,,,,,,,
CSS3,HTML,ASP.NET,C#,angular 6,MVC,typescript,Web API,Bootstrap,jQuery,,,,,
Back-end,PHP,MVC,Laravel,MySQL, OOP,,,,,,,,,
توسعه وب,Back-end,Laravel,Design Patterns, OOP, Git,MySQL,,,,,,,,
ASP.NET MVC,C#,RestFul API,,,,,,,,,,,,
تحلیل سیستم,توسعه کسب و کار,RUP,UML,bpms,,,,,,,,,,
.NET Core,Full-stack,#C,Angular,typescript,Object Oriented,SQL,Entity Framework Core,HTML,Javascript,CSS, Scrum,,,
Back-end, OOP,Design Patterns,PHP,Laravel,RestFul API,MySQL, SQL, Git,,,,,,
Back-end,Java,core java,Object Oriented,Design Patterns,Hibernate,jpa,RDBMS,,,,,,,
Back-end,J2EE,spring,Java,RestFul API,,,,,,,,,,
,,,,,,,,,,,,,,
CSS,HTML, Front-end,Javascript,,,,,,,,,,,
Wordpress,woocommerce,,,,,,,,,,,,,
IOS,Swift, Xcode, OOP,Size Classes,Auto Layout,,,,,,,,,
PHP,Symfony,zend,Laravel,Linux,,,,,,,,,,
Android,Android Studio,Java,,,,,,,,,,,,
jQuery, SASS,Javascript,CSS,HTML,Responsive,,,,,,,,,
Back-end,Nodejs,NoSQL,MongoDB,Javascript,Redux,,,,,,,,,
تحلیل نرم افزار,Business Rule,تحلیل و طراحی,,,,,,,,,,,,
C#, SQL,MVC,,,,,,,,,,,,
test plan,functional,non functional,Test Case,,,,,,,,,,,
HTML5,CSS3,Javascript, SASS,RESTful APIs ,angular 8,,,,,,,,,
 OOP,MongoDB,MySQL,Javascript,,,,,,,,,,,
Wordpress,HTML5,CSS3,,,,,,,,,,,,
PHP,Python,HTML,CSS,Javascript,,,,,,,,,,
Android,Java, JSON,REST,RxJava, Git,MVP,MVC,,,,,,,
,,,,,,,,,,,,,,
PHP, Git,Gitlab,MySQL, AJAX,ReactNative,,,,,,,,,
Python,HTML,CSS,JS,,,,,,,,,,,
Back-end,Golang,C#,MySQL,,,,,,,,,,,
Java, OOP,Javascript,,,,,,,,,,,,
ASP.NET,plSql,Entity Framework,MVC,,,,,,,,,,,
پشتیبانی نرم افزار,پشتیبانی,مفاهیم شبکه,,,,,,,,,,,,
PHP,MySQL,Wordpress, Git,,,,,,,,,,,
Laravel, Git, Scrum,RestFul API,,,,,,,,,,,
react native,Javascript,ReactJS,Redux,Design Pattern, JSON,,,,,,,,,
Back-end,Python,Django,API,SCRUM,agile, Git,,,,,,,,
برنامه نویسی موبایل,react native,Flutter, Git,,,,,,,,,,,
Node.js,RestFul API,express.js,MongoDB,MySQL,,,,,,,,,,
پشتیبانی وب سایت های وردپرس,ویرایش قالب , CSS,PHP,wordpress plugin,ارتباط با مشتریان و پشتیبانی,پاسخگویی به مشتریان,پلاگین نویسی وردپرس,Wordpress,,,,,,
coordination,ارائه گزارش,تنظیم صورتجلسات,فن بیان قوی,,,,,,,,,,,
Back-end,Laravel,HTTP,RestFul API,,,,,,,,,,,
مدیریت پروژه, jQuery, Python, PHP,Nodejs,NoSQL, MySQL, JavaScript,,,,,,,
,,,,,,,,,,,,,,
 PHP,Full-stack,Laravel,codeigniter, MySQL,,,,,,,,,,
وردپرس,ووکامرس,HTML,CSS,Javascript,,,,,,,,,,
تست نرم افزار,Databases,Java,تست امنیتی,,,,,,,,,,,
تولید محتوا,Wordpress, SEO,Google Analytics ,,,,,,,,,,,
Java, OOP,CI/CD,,,,,,,,,,,,
ES6,Javascript,Nodejs, Git,,,,,,,,,,,
React,Javascript,JSX,HTML5,CSS3,SCSS,ReactJS,REST API,,,,,,,
Javascript,AngularJS,CSS3, SASS,Bootstrap,,,,,,,,,,
 Front-end,C#, OOP,SOLID,RestFul API,Java Script,Web API,,,,,,,,
ReactJS,HTML,CSS,jQuery,Redux,,,,,,,,,,
,,,,,,,,,,,,,,
مدیریت پروژه,کنترل پروژه,اصول و فنون مذاکره,,,,,,,,,,,,
Python,Django,Javascript,Bootstrap,CSS3,HTML5, Git,,,,,,,,
C#,Sql Server,HTML,CSS,Javascript, jQuery,ASP.NET MVC,Object Oriented,,,,,,,
CSS3,HTML5,Javascript, JSON,AngularJS,Bootstrap,jQuery,React,RESTful APIs ,UI/UX,,,,,
,,,,,,,,,,,,,,
پشتیبانی نرم افزار,Microsoft Office ,,,,,,,,,,,,,
PHP,Laravel,Back-end,,,,,,,,,,,,
 Front-end, Git,HTML,Bootstrap,Javascript,,,,,,,,,,
Javascript, Front-end,CSS3,HTML5,ReactJS,,,,,,,,,,
bpms,Javascript,pl-sql,oracle,کنترل کیفیت,,,,,,,,,,
oracle,Databases,cloud,Security,,,,,,,,,,,
 Front-end,Javascript,CSS,HTML,SASS,Angular 2,,,,,,,,,
PHP,کارآموزی,,,,,,,,,,,,,
تست نرم افزار,functional,,,,,,,,,,,,,
PHP, Git,MVC,MySQL,codeigniter,Back-end,,,,,,,,,
Data science,Python,Product Development,,,,,,,,,,,,
پشتیبانی نرم افزار,Sql Server,پشتیبانی,,,,,,,,,,,,
PHP,MySQL,Laravel,REST API, JavaScript,,,,,,,,,,
REST,SOAP,JSF,Java,Javascript,CSS,HTML,Databases,,,,,,,
,,,,,,,,,,,,,,
PHP,Laravel, OOP,MySQL,,,,,,,,,,,
کارآموزی,Android,,,,,,,,,,,,,
Javascript,angular2,,,,,,,,,,,,,
C++,Python,Javascript,,,,,,,,,,,,
Android,RestFul API,JSON,Firebase Messaging,Material Design,,,,,,,,,,
React,HTML5,CSS3,jQuery,Javascript,ASP.NET, Front-end,,,,,,,,
Java, OOP,JAVA EE,MySQL,REST,SOAP,,,,,,,,,
,,,,,,,,,,,,,,
مستندسازی,Microsoft Excel,Microsoft Word,Microsoft Powerpoint,RUP,UML,Visual Paradigm,Rational Rose,visio,تحلیل و طراحی,تایپ,,,,
Laravel,PHP,MySQL,Eloquent,MVC,SOAP,REST API,Javascript,HTML,,,,,,
Android,Android SDK,Java,VCS,REST API,,,,,,,,,,
SharePoint,Sql Server,C#,ASP.NET,,,,,,,,,,,
توسعه نرم افزار,Java,++C,,,,,,,,,,,,
 Front-end,ReactJS,Redux,Node.js,,,,,,,,,,,
Android Studio,Android SDK,Web Services,Material Design,source control,,,,,,,,,,
Android,Java,Design Patterns,,,,,,,,,,,,
Databases,#C,unity 2d, Unity3D,Optimization,,,,,,,,,,
Wordpress,طراحی سایت,CSS,HTML,PHP, WordPress,,,,,,,,,
ASP.NET,C#,Javascript,CSS,HTML5,Bootstrap,AngularJS,,,,,,,,
microsoft Dynamics CRM,CRM,,,,,,,,,,,,,
ReactJS,HTML5,Javascript,HTML, Git,CSS,CSS3,,,,,,,,
Kotlin,Java,Swift, Git,Github,,,,,,,,,,
Front-end,HTML5,HTML,CSS3,CSS,jQuery,Javascript,,,,,,,,
PHP,Symfony,Object Oriented,MySQL,PostgreSQL,typescript,Javascript,Linux,Graphql,HTML,CSS,,,,
Python,Linux,API,word embedding,,,,,,,,,,,
PHP,Laravel, OOP,MVC,,,,,,,,,,,
MVC,#C,SQL,Javascript,AngularJS,,,,,,,,,,
 Front-end,Bootstrap,JS,CSS,HTML 5,React.js,Java,,,,,,,,
Microsoft CRM,,,,,,,,,,,,,,
IOS,Objective-C,Swift,,,,,,,,,,,,
Back-end,PHP, SQL,HTML5,CSS,,,,,,,,,,
,,,,,,,,,,,,,,
Front-end,git,Javascript,Vuejs,,,,,,,,,,,
 Front-end,AngularJS,Javascript,jQuery,HTML5,CSS3,SCSS,,,,,,,,
C#,mssql,HTML,CSS,Bootstrap,,,,,,,,,,
Vue,ES6,Javascript,Vue JS,Vuex,NuxtJS,,,,,,,,,
تست نرم‌افزار,non functional,functional,,,,,,,,,,,,
Full-stack,Angular,ionic 4,ReactNative,Flutter,ES6,HTML5,CSS 3,,,,,,,
Android,Java,agile,,,,,,,,,,,,
Back-end,Nodejs,Design Patterns,MySQL,MongoDB,RestFul API,git,Version Control,,,,,,,
Front-end,React,ReactJS,Vuejs,webpack,PWA ,agile, Git,,,,,,,
C#, Scrum,NET Core., Git,Back-end,Design Patterns,RESTful APIs ,,,,,,,,
تدریس و آموزش,Python,,,,,,,,,,,,,
Back-end,Python,Django,OOP,Design Patterns,SQL,NoSQL,Linux,git,,,,,,
Python,NLP,Docker,,,,,,,,,,,,
Angular,Front-end,Node.js,jQuery,Javascript,CSS,HTML,RestFul API,git,SCRUM,,,,,
Angular,CSS,HTML,Front-end,jQuery,RestFul API,Unit Testing,git, Scrum,,,,,,
Back-end,.NET,,,,,,,,,,,,,
,,,,,,,,,,,,,,
HTML,CSS,PHP,,,,,,,,,,,,
ReactJS,Redux,Javascript,CSS3,HTML5,Responsive Web Design,,,,,,,,,
ASP.NET MVC,Entity Framework,jQuery,Javascript,Angular JS,,,,,,,,,,
Java,OracleDB,اوراکل,Java Spring Framework,Hibernate,,,,,,,,,,
پشتیبانی نرم افزار,TSQL,.NET,iis,,,,,,,,,,,
 Scrum,Jira,Confluence,,,,,,,,,,,,
,,,,,,,,,,,,,,
.NET,ASP.NET,HTML5,CSS,jQuery,Bootstrap,Angular,Sql Server,RESTful,,,,,,
Java,Java Core,JAVA EE,,,,,,,,,,,,
کنترل پروژه,ارائه گزارش,,,,,,,,,,,,,
مفاهیم شبکه,کارشناس شبکه,VOIP,,,,,,,,,,,,
PHP,MySQL,HTML5,CSS3, AJAX,jQuery,Javascript, JSON,XML,,,,,,
Software Testing,سناریو تست,QA Testing,طرح آزمون,تضمین کیفیت,تست functional,تست non functional,,,,,,,,
 Front-end,jQuery,CSS3,HTML5,Bootstrap,,,,,,,,,,
PHP,MySQL,MVC,,,,,,,,,,,,
UI  UX,,,,,,,,,,,,,,
Android,Java,Design Patterns, OOP,,,,,,,,,,,
C#,C++,Unity,,,,,,,,,,,,
 Front-end,Javascript,nuxt,Vuejs,HTML5,CSS3,,,,,,,,,
Java,API,Big Data,ETL, SQL,,,,,,,,,,
Keras,C++, Python,یادگیری ماشین,,,,,,,,,,,
Help Desk,مفاهیم شبکه,,,,,,,,,,,,,
ASP.NET,.NET,C#,Sql Server,SharePoint,,,,,,,,,,
 Front-end,Node.js, SQL,Mongo DB,,,,,,,,,,,
AngularJS,vue.js,Javascript,,,,,,,,,,,,
stimulsoft,Big Data,No-SQL,SQLSERVER,#C,Entity Framework,,,,,,,,,
PHP, Git,MySQL,Linux,Bash,Gitlab,,,,,,,,,
ASP.NET MVC, OOP,T-SQL,Sql Server,Web API,RESTful,Web Services,,,,,,,,
Unity Game Engine, C#,,,,,,,,,,,,,
کنترل پروژه,گزارش نویسی,,,,,,,,,,,,,
HTML5,CSS3, SASS,Less,Javascript,jQuery,Responsive Design,,,,,,,,
,,,,,,,,,,,,,,
Javascript,HTML,CSS,Bootstrap,Responsive,jQuery,Angular,cross platform ,Node.js,React,,,,,
++C,BSD,Linux,Golang,Python,PowerShell,Bash,,,,,,,,
SharePoint,infopath,workflow,Nintex,,,,,,,,,,,
jQuery,CSS,HTML,JS,ReactJS,vue.js,,,,,,,,,
PHP,Javascript, OOP,vue.js,Angular.js,React.js,Sql Server,,,,,,,,
 Front-end,React,Redux,,,,,,,,,,,,
Javascript,jQuery,CSS,HTML,,,,,,,,,,,
پشتیبانی سایت,JS,Wordpress, SEO,HTML5,CSS3,,,,,,,,,
Back-end,SDLC,PHP,Laravel,MySQL, HTML,CSS,,,,,,,,
Windows form,Stimul Report, OOP,,,,,,,,,,,,
مستندسازی,UML,,,,,,,,,,,,,
Entity Framework,C#,ASP.NET MVC,Web API,Sql Server, OOP,,,,,,,,,
Full-stack,Laravel,Javascript,Vuejs,CSS,MySQL,,,,,,,,,
PHP, OOP,MVC,MySQL,CSS3,HTML5, AJAX,jQuery,Javascript, Git,,,,,
,,,,,,,,,,,,,,
React-Native,React,REST API,ES6,Javascript,RestFul API,,,,,,,,,
 Front-end,UI/UX,CSS,HTML,Javascript,jQuery,,,,,,,,,
NET.,MVC,Entity Framework,.NET Core,Sql Server,,,,,,,,,,
 Front-end,HTML5,Javascript,CSS3,jQuery,,,,,,,,,,
native,Android,Android Studio,Java, JSON,Socket.io,,,,,,,,,
 Front-end,Javascript,CSS,Responsive,,,,,,,,,,,
تست نرم افزار,مستندسازی, Acceptance Testing,,,,,,,,,,,,
ES6,Javascript,JSX,ReactJS,CSS3,HTML5, SASS, Git,,,,,,,
هوش تجاری,bi,Sql Server,,,,,,,,,,,,
PHP, OOP,MVC,CSS3,HTML5, AJAX,jQuery,Javascript, Git,,,,,,
Javascript,HTML,CSS,ES5,,,,,,,,,,,
برنامه نویسی وب,CSS,PHP,ASP.NET,Node.js,MySQL,,,,,,,,,
Full-stack,ASP.NET MVC,Bootstrap,jQuery, C#,Sql Server,,,,,,,,,
Back-end, OOP,Design Patterns,PHP,Laravel,MySQL, SQL,,,,,,,,
دیجیتال مارکتینگ, SEO,Google Analytics ,طراحی کمپین‌های تبلیغاتی,,,,,,,,,,,
Java,Back-end,JAVA EE,spring framework,,,,,,,,,,,
پشتیبانی فنی,Query,Sql Server,,,,,,,,,,,,
Full-stack,.NET,ASP.NET, OOP,Entity Framework,T-SQL,,,,,,,,,
Android,MVP,Material Design,orm,SQLite,Java,,,,,,,,,
jQuery,CSS,HTML, Front-end,,,,,,,,,,,
react native,Redux,React,Javascript, Git,,,,,,,,,,
 Front-end,UI  UX,HTML,CSS,SCSS,,,,,,,,,,
هوش تجاری,bi,Sql Server,,,,,,,,,,,,
React, Git,Redux,react native,,,,,,,,,,,
Android,Android SDK,Java,RestFul API,,,,,,,,,,,
HTML,CSS3,Javascript,ReactJS,Redux,react native, Git,,,,,,,,
Back-end,MVC,ASP.NET,CSS,Javascript, Git,,,,,,,,,
ES6,typescript,react native, Git,,,,,,,,,,,
JAVA EE,spring framework,Hibernate,Web Services,RESTful APIs ,,,,,,,,,,
jQuery,Javascript,CSS,HTML, OOP,Bootstrap,,,,,,,,,
PHP,MySQL,Bootstrap,jQuery,Javascript,HTML5,REST API,,,,,,,,
,,,,,,,,,,,,,,
Wordpress,UI,طراحی, SEO,,,,,,,,,,,
PHP,Laravel,Web Services,API, Git,,,,,,,,,,
مدیریت فنی,,,,,,,,,,,,,,
Back-end,ASP.NET Core,API,RestFul API,,,,,,,,,,,
HTML5,CSS3,jQuery,Javascript, SASS,Less,ReactJS,Responsive,,,,,,,
Wordpress,PHP,HTML,CSS,jQuery,Responsive,,,,,,,,,
,,,,,,,,,,,,,,
.NET,C#, OOP,Databases,,,,,,,,,,,
Android,Java, OOP,Android Studio,Android SDK,,,,,,,,,,
Scrum Master,agile,QA,,,,,,,,,,,,
Nodejs,ES5,ES6,RestFul API,MySQL,MongoDB,gitflow,CI/CD,,,,,,,
 Front-end,Vuejs,SCSS,HTML5,CSS3,Javascript,jQuery,,,,,,,,
Scrum Master, Scrum,گزارش‌نویسی,مستندسازی,Jira,agile,,,,,,,,,
bi,ETL,T-SQL,SSAS,Sql Server,SSIS,,,,,,,,,
 Front-end,jQuery,Javascript,CSS,CSS3,Bootstrap,vue.js,,,,,,,,
پایگاه داده,T-SQL,,,,,,,,,,,,,
Delphi,Sql Server,Object Oriented,,,,,,,,,,,,
Back-end,PHP,Laravel,HTML,CSS,JS,,,,,,,,,
#C,Windows form,ado.net,Sql Server,Entity Framework,TFS,,,,,,,,,
Python,Django,CSS,HTML,,,,,,,,,,,
 Scrum,agile,,,,,,,,,,,,,
.NET,C#,MVC,.NET Framework ,HTML,TSQL,Entity Framework,,,,,,,,
Delphi,Object Oriented,REST API,Sql Server,Angular,ASP.NET Core,MVC,,,,,,,,
Javascript,vue.js,React.js,Angular 2,typescript, Git,ES6,git,react native,Vue,Angular,Redux,,,
Python, OOP,NoSQL,RestFul API,No SQL,Django,Linux,TDD,PostgreSQL,MySQL,REST API,,,,
Linux,NoSQL,MongoDB,ZABBIX,Python,MySQL,PostgreSQL,Mongo DB,My Sql,Ansible,Bash,Jenkins,HTTP,DNS,
C#,.NET,oracle,jQuery,HTML,Javascript,,,,,,,,,
ASP.NET,C#,SQLSERVER,MVC,jQuery, AJAX,HTML,CSS,EntityFramework,,,,,,
QA,Databases,Query, Scrum,agile,,,,,,,,,,
Python, OOP,Django,RestFul API,HTML,CSS,Javascript,HTTP,No SQL,Linux,TDD,PostgreSQL,MySQL,REST API,
,,,,,,,,,,,,,,
Back-end, OOP,OOD,Web API,Web Services,,,,,,,,,,
شبکه,VMWare,vSphere,SAN,sip,,,,,,,,,,
HTML5,CSS3,Less, SASS,jQuery,vue.js,Javascript,,,,,,,,
 Front-end,typescript,ES6, Git,react native,git,Vue,Angular,Redux,Javascript,,,,,
Wordpress,HTML,CSS,Javascript,PHP,,,,,,,,,,
C++,plc,C,,,,,,,,,,,,
Wordpress, SEO,yoast seo,,,,,,,,,,,,
 Front-end,HTML,Javascript,jQuery,Bootstrap,Angular,Vue,,,,,,,,
مدیریت شبکه های اجتماعی,طراحی کمپین‌های تبلیغاتی,تولید محتوا,,,,,,,,,,,,
Scrum Master,کنترل پروژه,کنترل و نظارت,مديريت پروژه چابک,,,,,,,,,,,
Angular, Front-end,HTML,CSS,API,,,,,,,,,,
Android,Android SDK, OOP,Design Patterns,Java,,,,,,,,,,
agile,ITIL ,ITSM,,,,,,,,,,,,
PMO,کنترل پروژه,مديريت پروژه چابک,کنترل و نظارت,,,,,,,,,,,
ReactJS,react native,HTML5,CSS3,Bootstrap, Git,,,,,,,,,
Android,API,Back-end,Node.js,,,,,,,,,,,
,,,,,,,,,,,,,,
Linux,REST API,DevOps,,,,,,,,,,,,
Wordpress,PHP,plugin,CSS,jQuery,HTML,,,,,,,,,
Javascript,Web Development,PHP, CSS,HTML,MySQL,,,,,,,,,
PHP,Laravel,MySQL,CSS3,Framework,HTML5,codeigniter,,,,,,,,
Java,Hibernate,Microservice, Git,,,,,,,,,,,
طراحی سایت,Wordpress,Google Analytics ,Google Adwords ,,,,,,,,,,,
 Android Development, Java,Android Studio,RESTfull,Android SDK,Material Design,,,,,,,,,
DevOps,ASP.NET,عیب یابی,iis,Debugging,,,,,,,,,,
Wordpress,پشتیبانی,پشتیبانی سایت,woocommerce,,,,,,,,,,,
3D,طراحی,,,,,,,,,,,,,
 SEO,تحلیل رقبا,GOOGLE ANALYTICS,Google WebMaster Tools,SEO On Page,SEO Off Page,,,,,,,,,
Javascript,Node.js, CSS,HTML,,,,,,,,,,,
برنامه نویسی موبایل,IOS,Swift, Xcode,,,,,,,,,,,
پشتیبانی,پشتیبانی نرم افزار, SQL,,,,,,,,,,,,
,,,,,,,,,,,,,,
Javascript,react native,API, Git,ReactJS,Redux,React,,,,,,,,
 SEO,Google Analytics ,google webmaster,تولید محتوا,طراحی سایت,,,,,,,,,,
